frequency,magnitude_db,phase_deg
100,39.260464680760833289241,19.46886217328259505166
110.06941712522095144777,52.075011750077486283317,-9.8318084782490000606
121.15276586285884263816,42.709441546151403201748,-82.12302743888595557564
133.35214321633239364928,38.148396426498351274859,-76.39230794609893848701
146.77992676220694079348,35.94570089241812382852,-69.2262916441334823503
161.55980984398740929464,34.586991058431152623598,-63.01078670150761951163
177.82794100389227764936,33.631956305593881495497,-57.64410856235403457504
195.73417814876603415541,32.908262453719714812905,-52.91172564821658141909
215.44346900318836901533,32.335142900895434081576,-48.66221221358355109032
237.13737056616551512889,31.869375073446381207987,-44.79988772857105772118
261.01572156825369575017,31.485160162014548035359,-41.26504800556909913212
287.29848333536642712716,31.16558472842192983876,-38.01965345084519043439
316.22776601683790431707,30.898646589767515990843,-35.03832247971327973346
348.07005884284103558457,30.675274961529666484239,-32.30287783639636955968
383.11868495572878146049,30.488289555478530701293,-29.79912147329359939363
421.69650342858221847564,30.331825622929354580037,-27.5149880132849382619
464.15888336127784441487,30.200998641583673531841,-25.43954390638908336086
510.89697745069281609176,30.091695397949678181249,-23.56249655141584398166
562.34132519034915276279,30.000433248742339742421,-21.87400102109084798485
618.96581889126048281469,29.924257275216685769692,-20.36463094375443105832
681.29206905796127102803,29.860659554300337248378,-19.02543136945036650332
749.89420933245583000826,29.807512353870752264129,-17.84800483446050023417
825.40418526801829557371,29.763010984906379974291,-16.82460332073431885647
908.51757565168679775525,29.725624026203604444163,-15.94821229318094246707
1000,29.69404960003308957539,-15.21262115142949689073
1100.6941712522097986948,29.667176818083952127836,-14.61247909616880669148
1211.5276586285881421645,29.644051702862107333658,-14.14333785314303604252
1333.5214321633238796494,29.623846959049622284965,-13.80168377801062717936
1467.7992676220699195255,29.605834990923078464675,-13.58496214639493437915
1615.5980984398738655727,29.589363567156354406507,-13.49159627293474095211
1778.279410038922833337,29.573833535376230940983,-13.52100371734441353055
1957.3417814876606826147,29.558677988632449995521,-13.67361134580115589188
2154.4346900318832922494,29.543342283423399408093,-13.95087048208439384211
2371.3737056616550944455,29.527264301767427667755,-14.35527282331551113259
2610.1572156825372985622,29.509854335790201673717,-14.8903672013094023896
2872.9848333536642712716,29.490473951040087285946,-15.56077661381127441587
3162.2776601683790431707,29.468413154295269862359,-16.37221418521880167418
3480.7005884284117200878,29.442865155227998741339,-17.33149578304396953854
3831.1868495572875872313,29.412897974525556321623,-18.44654583713036544168
4216.9650342858221847564,29.377422124784828838528,-19.72639138979888073777
4641.5888336127800357644,29.335153593837791419219,-21.18113743898374323749
5108.9697745069270240492,29.284571425100430985822,-22.82191411287347904135
5623.4132519034910728806,29.22386936730180906352,-24.66078304927405895342
6189.6581889126064197626,29.15090143523059040831,-26.71058654923946917847
6812.9206905796108912909,29.063121898847221302731,-28.98471884301357803793
7498.9420933245583000826,28.95752135662605297739,-31.4967947783722443944
8254.0418526801859115949,28.830562340620137007363,-34.26018881787293679508
9085.1757565168663859367,28.67812053101292235624,-37.28741909644418939251
10000,28.495441207183272780412,-40.58936205776514327681
11006.941712522091620485,28.277124802423081462166,-44.17430999798325785832
12115.276586285888697603,28.017159481501494155964,-48.04693647309581194804
13335.214321633238796494,27.709020523857613937935,-52.20732426316520502496
14677.992676220690555056,27.345852370018409516206,-56.6503472240043421948
16155.980984398745931685,26.9207340427025378915,-61.36588481836778186107
17782.79410038922651438,26.426131114355392526249,-66.65185231654129438539
19573.417814876593183726,25.861616896412023436369,-71.93098705977163831449
21544.34690031884383643,25.216717972489369969935,-77.46378312754643502558
23713.737056616551853949,24.485674722649527268459,-83.27153624755496252874
26101.572156825357524212,23.660756806682474717718,-89.4223074736559340181
28729.848333536654536147,22.718830248344570321706,-95.71708732419702414518
31622.776601683792250697,21.642210824255627699131,-103.1124585603096051045
34807.005884284095373005,20.339421139617002154409,-111.8894669443290155186
38311.868495572889514733,18.592535198029072063264,-123.6554523488244257123
42169.650342858229123522,15.707220778568595775937,-139.1322182147446540057
46415.888336127769434825,9.169595090248275681688,-160.0927752256307883272
50000,-140.0792255364373488646,-89.92447162694671192185
