frequency,magnitude_db,phase_deg
10,44.037086846715723709167,-89.27975491801971941186
10.964781961431850021427,43.237225305394289875949,-89.21027535356279258849
12.022644346174129026394,42.437391763496052021765,-89.13409519320218521443
13.182567385564070150394,41.637591881706484286951,-89.05056882405376939005
14.454397707459275324027,40.837832464507748397864,-88.95898861561333603731
15.848931924611136423664,40.038121691012385383601,-88.85857902216464765388
17.378008287493752703767,39.238469392257137258184,-88.74849014346494868732
19.054607179632473190622,38.438887384251465562102,-88.62779070019101368416
20.892961308540396458966,37.639389867911894782537,-88.49546037876255866195
22.908676527677730661026,36.839993909196536492345,-88.35038149999870427109
25.118864315095802197675,36.040720015355624639142,-88.19132996585993566896
27.542287033381661842668,35.24159282629616285476,-88.01696544034290070613
30.199517204020160932032,34.442641943703193874171,-87.82582072513707771577
33.1131121482591126437,33.643902924861762926412,-87.61629029641355259628
36.3078054770101417148,32.845418473163441319684,-87.38661798066155483866
39.810717055349719828428,32.047239863166950613049,-87.13488376311768490723
43.651583224016604845019,31.249428644901801277456,-86.85898974551608375805
47.863009232263841852273,30.452058679936278906553,-86.55664530224966313199
52.480746024977250385746,29.655218570626857399475,-86.22535152868651664448
57.543993733715694816055,28.85901455391202574674,-85.86238513633044533435
63.095734448019335616209,28.063573941921333698701,-85.4647820304743959241
69.183097091893642982541,27.269049203279173809733,-85.02932091410184511915
75.85775750291837482564,26.475622790832616715306,-84.55250740315898383415
83.176377110267111447683,25.683512832822682270262,-84.0305593215050521394
91.20108393559095816272,24.892979813971013669516,-83.45939407890750771912
100,24.104334378629950208506,-82.83461933287311751428
109.64781961431852153055,23.317946387197139301861,-82.15152850554325425492
120.22644346174131158023,22.534255345363703781914,-81.40510318049636850901
131.82567385564072992565,21.753782297860112748822,-80.59002494650749781613
144.54397707459270350228,20.977143226720578184086,-79.70069988442416786256
158.48931924611133581493,20.205063909162280566534,-78.73129959251333787051
173.7800828749375341431,19.43839606031888678217,-77.67582337621088584001
190.5460717963247248008,18.678134398141363448076,-76.52818691410462292879
208.92961308540395748423,17.925434008532509011502,-75.28234322880265949607
229.08676527677738476996,17.181627047866690816136,-73.93244194633646770853
251.18864315095794381705,16.448237394942598399439,-72.47303235009893285223
275.42287033381660421583,15.726991368059229259302,-70.89931427217105408545
301.99517204020162353117,15.019822093782686067698,-69.2074380052107329675
331.13112148259114064786,14.328864627564019684769,-67.39484975654858089911
363.07805477010140293714,13.656438604535626524239,-65.46067242771867711326
398.10717055349732618197,13.005015210821280646769,-63.40610273627578408195
436.51583224016582107652,12.377165811849824450519,-61.23479552087576394115
478.63009232263829062504,11.775490842619802833724,-58.95319590488404770667
524.80746024977258912259,11.202529657521541395226,-56.57077215065579878228
575.43993733715694816055,10.660654874988317430962,-54.10009950171773596139
630.95734448019334195124,10.15195799106786189725,-51.55675107081127350739
691.83097091893660035566,9.6781360475898718931376,-48.95896776985678400251
758.57757502918366299127,9.2403911086821466369656,-46.32710492463416329656
831.76377110267083025974,8.8393544487864499359375,-43.68288495523557202205
912.01083935590975215746,8.4750452564016978129757,-41.04851685710720232692
1000,8.1468694758896305074813,-38.44576650822487806636
1096.4781961431849595101,7.8536589543809123270535,-35.89507075384219092484
1202.264434617413144224,7.5937455672178311161247,-33.41478025328177636766
1318.2567385564072992565,7.3650607117074375906896,-31.02059347290128954455
1445.4397707459279445175,7.1652483280469656534706,-28.72521311519214393115
1584.893192461114267644,6.9917796321345981880313,-26.53822435966488413328
1737.8008287493762509257,6.8420596270320928056208,-24.46616816062007160326
1905.4607179632464522001,6.7135184345251772697338,-22.51276630476794693436
2089.2961308540388927213,6.6036837342197038935865,-20.67924861585683871112
2290.8676527677725971444,6.5102334716475143139292,-18.96473482628822182505
2511.886431509579779231,6.4310301381785208718611,-17.3666312606874271296
2754.2287033381662695319,6.364139241510527789103,-15.88101258506936197534
3019.9517204020162353117,6.3078351701916393068359,-14.50296910666565608494
3311.3112148259106106707,6.2605976944720609367323,-13.22690899304966727357
3630.7805477010142567451,6.2211020398470768810739,-12.04681165647083318504
3981.0717055349732618197,6.1882049906421556784153,-10.95643334630299214894
4365.1583224016612803098,6.1609289535350866273689,-9.949468972753455986435
4786.3009232263848389266,6.1384454128513343817986,-9.019675752021745651632
5248.0746024977279375889,6.1200587809257553928433,-8.160964832134252944229
5754.3993733715660710004,6.1051913015839467391288,-7.367466989164799251455
6309.5734448019302362809,6.0933694005206628929727,-6.633578054711745330962
6918.3097091893623655778,6.0842116822306255841113,-5.953989146991839120915
7585.775750291835720418,6.0774186349415639796234,-5.323706162160450006127
8317.6377110267076204764,6.0727640079475104784024,-4.738062420330797941403
9120.1083935590959299589,6.0700877559287338414151,-4.192727895849376551496
10000,6.0692903895927141633138,-3.683718111068456035895
10964.781961431852323585,6.0703285196633292031265,-3.207405535282215947035
12022.644346174130987492,6.0732113208865623477095,-2.760536187489726511757
13182.567385564074356807,6.0779975634646499216274,-2.340254057590529956911
14454.397707459280354669,6.08479275018720855428,-1.944135877162718184508
15848.931924611140857451,6.0937457475018383945553,-1.570238597487545684217
17378.008287493761599762,6.1050440977979061329961,-1.217161532101911358694
19054.60717963246133877,6.1184774424636136913591,-0.877314075378133439997
20892.961308540390746202,6.1352724210814999494801,-0.563972428542683479336
22908.676527677722333465,6.155131777075687260492,-0.271450882368069523753
25118.86431509579779231,6.1782795060617479165899,-0.001465184342401295269
27542.28703338166087633,6.2049720775632977165515,0.2468373703753770909142
30199.517204020161443623,6.2351925022151828414962,0.4622237722218802691287
33113.112148259111563675,6.2688429905460196778222,0.6433670042854610082728
36307.805477010137110483,6.3057992690605626506795,0.7859183572683035023942
39810.717055349734437186,6.3450053688232461723828,0.8796000001183453820275
43651.583224016612803098,6.385520426719328845877,0.919544536093207631744
47863.009232263852027245,6.4259387145852535638824,0.9000353944432680775023
52480.7460249772775569,6.463638309383296309818,0.8166995742921636658451
57543.99373371567344293,6.4962064010522571066986,0.6702383419659034835547
63095.73444801929872483,6.5202645217580377234867,0.4679732481202033556045
69183.097091893621836789,6.5325744593179173591579,0.2270957257556975861235
75857.757502918364480138,6.5306475107715762362659,-0.025726382199448196569
83176.3771102670871187,6.5134465451018979109676,-0.250733738781080350844
91201.08393559095566161,6.4829318022646358343763,-0.401307482589985164978
100000,6.7403355354510132713131,-1.074507621630665932244
